ID,Sampling_1,Sampling_2,Common period (Band1 & Band1),Upper error bound,Lower error bound,Significance,Band1-Band2
466405,54.28342857142852,55.879999999999946,50.91649694501019,5.786199214174744,1.4702418169564524,0.98,1-3
466405,52.77555555555551,55.879999999999946,,,,,2-3
466375,35.268730158730165,38.309137931034485,,,,,0-1
466375,35.268730158730165,34.18353846153847,,,,,0-2
466375,35.268730158730165,35.837580645161296,,,,,0-3
466375,38.309137931034485,34.18353846153847,,,,,1-2
466375,38.309137931034485,35.837580645161296,,,,,1-3
466375,34.18353846153847,35.837580645161296,,,,,2-3
466381,19.62219298245614,18.79781512605044,,,,,0-1
466381,19.62219298245614,19.2839655172414,,,,,0-2
466381,19.62219298245614,19.2839655172414,,,,,0-3
466381,18.79781512605044,19.2839655172414,,,,,1-2
466381,18.79781512605044,19.2839655172414,,,,,1-3
466381,19.2839655172414,19.2839655172414,,,,,2-3
466369,43.017884615384624,43.86156862745103,,,,,0-1
466369,43.017884615384624,39.94517857142858,,,,,0-2
466369,43.017884615384624,37.914067796610176,,,,,0-3
466369,43.86156862745103,39.94517857142858,,,,,1-2
466369,43.86156862745103,37.914067796610176,,,,,1-3
466369,39.94517857142858,37.914067796610176,,,,,2-3
466365,49.48711111111107,44.53820000000007,,,,,0-1
466365,49.48711111111107,45.44714285714293,,,,,0-2
466365,49.48711111111107,45.44714285714293,,,,,0-3
466365,44.53820000000007,45.44714285714293,,,,,1-2
466365,44.53820000000007,45.44714285714293,,,,,1-3
466365,45.44714285714293,45.44714285714293,,,,,2-3
466367,45.98555555555585,50.11750000000029,,,,,0-1
466367,45.98555555555585,45.98555555555585,36.3901018922853,36.776253404829326,2.499194806205701,0.98,0-2
466367,45.98555555555585,45.98555555555585,,,,,0-3
466367,50.11750000000029,45.98555555555585,,,,,1-2
466367,50.11750000000029,45.98555555555585,,,,,1-3
466367,45.98555555555585,45.98555555555585,,,,,2-3
466399,51.7886046511627,50.611590909090985,,,,,0-1
466399,51.7886046511627,49.48688888888897,,,,,0-2
466399,51.7886046511627,48.41108695652166,,,,,0-3
466399,50.611590909090985,49.48688888888897,,,,,1-2
466399,50.611590909090985,48.41108695652166,168.91891891891893,16.76172830531138,212.0160086782398,0.92,1-3
466399,49.48688888888897,48.41108695652166,,,,,2-3
466406,45.1407142857142,46.24170731707308,,,,,0-1
466406,45.1407142857142,44.09093023255805,,,,,0-2
466406,45.1407142857142,38.69204081632645,37.73584905660377,3.462930148309759,1.319941043799055,1.0,0-3
466406,46.24170731707308,44.09093023255805,,,,,1-2
466406,46.24170731707308,38.69204081632645,,,,,1-3
466406,44.09093023255805,38.69204081632645,,,,,2-3
466357,60.18702702702718,55.672750000000086,,,,,0-1
466357,60.18702702702718,63.56971428571436,,,,,0-2
466357,60.18702702702718,50.83954545454551,,,,,0-3
466357,55.672750000000086,63.56971428571436,,,,,1-2
466357,55.672750000000086,50.83954545454551,,,,,1-3
466357,63.56971428571436,50.83954545454551,,,,,2-3
466358,37.99839999999997,38.77387755102037,,,,,0-1
466358,37.99839999999997,40.423829787234006,,,,,0-2
466358,37.99839999999997,37.99839999999997,,,,,0-3
466358,38.77387755102037,40.423829787234006,,,,,1-2
466358,38.77387755102037,37.99839999999997,,,,,1-3
466358,40.423829787234006,37.99839999999997,,,,,2-3
466400,35.847547169811286,41.30260869565213,,,,,0-1
466400,35.847547169811286,38.161836734693885,,,,,0-2
466400,35.847547169811286,37.2533333333333,,,,,0-3
466400,41.30260869565213,38.161836734693885,,,,,1-2
466400,41.30260869565213,37.2533333333333,,,,,1-3
466400,38.161836734693885,37.2533333333333,16.44736842105263,4.642684581057061,0.4020976449279914,0.98,2-3
466352,42.17442307692307,42.174230769230725,,,,,0-1
466352,42.17442307692307,42.46288461538461,,,,,0-2
466352,42.17442307692307,42.46288461538461,,,,,0-3
466352,42.174230769230725,42.46288461538461,,,,,1-2
466352,42.174230769230725,42.46288461538461,,,,,1-3
466352,42.46288461538461,42.46288461538461,,,,,2-3
466398,39.94517857142858,35.506984126984165,,,,,0-1
466398,39.94517857142858,36.670983606557385,,,,,0-2
466398,39.94517857142858,38.39499999999993,,,,,0-3
466398,35.506984126984165,36.670983606557385,202.4291497975709,21.488400295087416,71.17459247464544,0.96,1-2
466398,35.506984126984165,38.39499999999993,,,,,1-3
466398,36.670983606557385,38.39499999999993,,,,,2-3
466356,63.19699999999988,58.309999999999945,,,,,0-1
466356,63.19699999999988,63.19733333333328,32.87310979618672,3.6059767703920182,1.4860475057253415,0.98,0-2
466356,63.19699999999988,55.879999999999946,,,,,0-3
466356,58.309999999999945,63.19733333333328,,,,,1-2
466356,58.309999999999945,55.879999999999946,,,,,1-3
466356,63.19733333333328,55.879999999999946,,,,,2-3
466345,88.56714285714267,71.53499999999985,,,,,0-1
466345,88.56714285714267,77.49624999999985,,,,,0-2
466345,88.56714285714267,84.54136363636347,,,,,0-3
466345,71.53499999999985,77.49624999999985,,,,,1-2
466345,71.53499999999985,84.54136363636347,,,,,1-3
466345,77.49624999999985,84.54136363636347,,,,,2-3
466346,52.77555555555551,55.879999999999946,,,,,0-1
466346,52.77555555555551,59.372499999999945,,,,,0-2
466346,52.77555555555551,59.372499999999945,,,,,0-3
466346,55.879999999999946,59.372499999999945,,,,,1-2
466346,55.879999999999946,59.372499999999945,,,,,1-3
466346,59.372499999999945,59.372499999999945,,,,,2-3
466383,42.20622641509434,44.04080000000002,144.92753623188406,11.364754042126208,28.75848822025125,0.98,0-1
466383,42.20622641509434,42.18716981132072,,,,,0-2
466383,42.20622641509434,39.24438596491228,,,,,0-3
466383,44.04080000000002,42.18716981132072,,,,,1-2
466383,44.04080000000002,39.24438596491228,,,,,1-3
466383,42.18716981132072,39.24438596491228,,,,,2-3
466392,37.28233333333337,40.67145454545455,,,,,0-1
466392,37.28233333333337,38.56775862068966,,,,,0-2
466392,37.28233333333337,37.28216666666667,,,,,0-3
466392,40.67145454545455,38.56775862068966,144.92753623188406,0.3585441960963464,111.78267672876564,1.0,1-2
466392,40.67145454545455,37.28216666666667,,,,,1-3
466392,38.56775862068966,37.28216666666667,,,,,2-3
466336,40.67145454545455,39.24456140350881,,,,,0-1
466336,40.67145454545455,40.67145454545455,,,,,0-2
466336,40.67145454545455,39.94517857142858,,,,,0-3
466336,39.24456140350881,40.67145454545455,,,,,1-2
466336,39.24456140350881,39.94517857142858,,,,,1-3
466336,40.67145454545455,39.94517857142858,,,,,2-3
466362,42.2204444444444,36.536923076923046,,,,,0-1
466362,42.2204444444444,39.58166666666663,,,,,0-2
466362,42.2204444444444,37.2533333333333,,,,,0-3
466362,36.536923076923046,39.58166666666663,335.5704697986577,-1.0,-1.0,0.94,1-2
466362,36.536923076923046,37.2533333333333,,,,,1-3
466362,39.58166666666663,37.2533333333333,,,,,2-3
466361,42.2204444444444,40.423829787234006,,,,,0-1
466361,42.2204444444444,39.58166666666663,19.6078431372549,17.260708276945174,0.6334199643775626,0.88,0-2
466361,42.2204444444444,42.2204444444444,,,,,0-3
466361,40.423829787234006,39.58166666666663,,,,,1-2
466361,40.423829787234006,42.2204444444444,,,,,1-3
466361,39.58166666666663,42.2204444444444,,,,,2-3
466351,74.79679999999993,71.92038461538462,,,,,0-1
466351,74.79679999999993,81.3013043478261,40.74979625101874,33.3614555595552,0.7552301077982122,0.94,0-2
466351,74.79679999999993,71.92038461538462,,,,,0-3
466351,71.92038461538462,81.3013043478261,,,,,1-2
466351,71.92038461538462,71.92038461538462,26.13695765812859,27.38450346656002,0.875406884591019,1.0,1-3
466351,81.3013043478261,71.92038461538462,,,,,2-3
466334,46.56125000000005,48.62913043478266,,,,,0-1
466334,46.56125000000005,44.73880000000005,,,,,0-2
466334,46.56125000000005,49.665333333333386,,,,,0-3
466334,48.62913043478266,44.73880000000005,,,,,1-2
466334,48.62913043478266,49.665333333333386,,,,,1-3
466334,44.73880000000005,49.665333333333386,,,,,2-3
466333,46.60270833333334,42.20622641509434,,,,,0-1
466333,46.60270833333334,44.738600000000005,,,,,0-2
466333,46.60270833333334,43.017884615384624,,,,,0-3
466333,42.20622641509434,44.738600000000005,,,,,1-2
466333,42.20622641509434,43.017884615384624,,,,,1-3
466333,44.738600000000005,43.017884615384624,,,,,2-3
466331,51.83111111111106,47.84410256410252,,,,,0-1
466331,51.83111111111106,47.84410256410252,,,,,0-2
466331,51.83111111111106,46.64799999999995,,,,,0-3
466331,47.84410256410252,47.84410256410252,,,,,1-2
466331,47.84410256410252,46.64799999999995,,,,,1-3
466331,47.84410256410252,46.64799999999995,,,,,2-3
466332,130.71642857142848,130.36500000000004,,,,,0-1
466332,130.71642857142848,140.77153846153837,30.883261272390364,0.1563382730045752,1.2852696490653273,1.0,0-2
466332,130.71642857142848,122.00199999999992,,,,,0-3
466332,130.36500000000004,140.77153846153837,,,,,1-2
466332,130.36500000000004,122.00199999999992,,,,,1-3
466332,140.77153846153837,122.00199999999992,,,,,2-3
466355,41.66169811320754,42.46288461538461,30.883261272390364,28.959277873133548,1.7490801617166376,1.0,0-1
466355,41.66169811320754,41.66169811320754,,,,,0-2
466355,41.66169811320754,42.46288461538461,,,,,0-3
466355,42.46288461538461,41.66169811320754,,,,,1-2
466355,42.46288461538461,42.46288461538461,,,,,1-3
466355,41.66169811320754,42.46288461538461,,,,,2-3
466319,71.91999999999993,66.7832142857143,,,,,0-1
466319,71.91999999999993,62.33100000000001,,,,,0-2
466319,71.91999999999993,62.33066666666661,,,,,0-3
466319,66.7832142857143,62.33100000000001,,,,,1-2
466319,66.7832142857143,62.33066666666661,,,,,1-3
466319,62.33100000000001,62.33066666666661,,,,,2-3
466341,46.33951219512191,43.17999999999996,,,,,0-1
466341,46.33951219512191,42.2204444444444,,,,,0-2
466341,46.33951219512191,48.71589743589739,31.847133757961785,38.41619046752982,0.4796327988911848,1.0,0-3
466341,43.17999999999996,42.2204444444444,,,,,1-2
466341,43.17999999999996,48.71589743589739,,,,,1-3
466341,42.2204444444444,48.71589743589739,,,,,2-3
466328,47.94666666666662,47.49799999999996,,,,,0-1
466328,47.94666666666662,51.94222222222217,,,,,0-2
466328,47.94666666666662,45.23619047619044,,,,,0-3
466328,47.49799999999996,51.94222222222217,,,,,1-2
466328,47.49799999999996,45.23619047619044,,,,,1-3
466328,51.94222222222217,45.23619047619044,22.163120567375888,1.973885078480734,0.5825027249644847,0.96,2-3
466303,90.47238095238087,90.47238095238087,,,,,0-1
466303,90.47238095238087,99.99578947368413,,,,,0-2
466303,90.47238095238087,86.35999999999991,,,,,0-3
466303,90.47238095238087,99.99578947368413,,,,,1-2
466303,90.47238095238087,86.35999999999991,,,,,1-3
466303,99.99578947368413,86.35999999999991,,,,,2-3
466327,47.49799999999996,48.71589743589739,,,,,0-1
466327,47.49799999999996,44.52214285714287,,,,,0-2
466327,47.49799999999996,45.23619047619044,,,,,0-3
466327,48.71589743589739,44.52214285714287,67.84260515603799,66.86920510832184,0.8812502727599281,0.96,1-2
466327,48.71589743589739,45.23619047619044,,,,,1-3
466327,44.52214285714287,45.23619047619044,,,,,2-3
466329,41.30260869565213,36.536923076923046,,,,,0-1
466329,41.30260869565213,36.536923076923046,,,,,0-2
466329,41.30260869565213,37.2533333333333,,,,,0-3
466329,36.536923076923046,36.536923076923046,,,,,1-2
466329,36.536923076923046,37.2533333333333,,,,,1-3
466329,36.536923076923046,37.2533333333333,67.84260515603799,67.33061476740268,1.5685260816642597,0.98,2-3
466330,63.42628571428566,61.66472222222223,,,,,0-1
466330,63.42628571428566,63.42657142857144,,,,,0-2
466330,63.42628571428566,61.66472222222223,,,,,0-3
466330,61.66472222222223,63.42657142857144,,,,,1-2
466330,61.66472222222223,61.66472222222223,29.120559114735,2.255840513389358,1.411729251481578,0.98,1-3
466330,63.42657142857144,61.66472222222223,29.120559114735,0.8990577917039708,0.362324281860058,0.98,2-3
466293,63.33066666666661,59.37218749999988,,,,,0-1
466293,63.33066666666661,59.372499999999945,,,,,0-2
466293,63.33066666666661,57.57333333333328,,,,,0-3
466293,59.37218749999988,59.372499999999945,,,,,1-2
466293,59.37218749999988,57.57333333333328,,,,,1-3
466293,59.372499999999945,57.57333333333328,,,,,2-3
466298,21.930686274509807,23.797234042553217,,,,,0-1
466298,21.930686274509807,22.14792079207923,,,,,0-2
466298,21.930686274509807,24.053010752688174,,,,,0-3
466298,23.797234042553217,22.14792079207923,,,,,1-2
466298,23.797234042553217,24.053010752688174,,,,,1-3
466298,22.14792079207923,24.053010752688174,,,,,2-3
466343,56.66424242424237,62.33100000000001,28.31257078142695,7.4677101130421235,0.7318429576254033,1.0,0-1
466343,56.66424242424237,62.33100000000001,28.31257078142695,7.4677101130421235,0.7318429576254033,0.96,0-2
466343,56.66424242424237,50.53837837837833,,,,,0-3
466343,62.33100000000001,62.33100000000001,26.13695765812859,10.557489189425992,2.508796654269439,1.0,1-2
466343,62.33100000000001,50.53837837837833,,,,,1-3
466343,62.33100000000001,50.53837837837833,,,,,2-3
466409,37.2533333333333,36.536923076923046,252.5252525252525,-1.0,-1.0,0.96,0-1
466409,37.2533333333333,36.536923076923046,252.5252525252525,-1.0,-1.0,0.96,0-2
466409,37.2533333333333,36.66509803921565,,,,,0-3
466409,36.536923076923046,36.536923076923046,252.5252525252525,-1.0,-1.0,1.0,1-2
466409,36.536923076923046,36.66509803921565,,,,,1-3
466409,36.536923076923046,36.66509803921565,,,,,2-3
466307,38.77387755102037,40.423829787234006,112.8668171557562,10.58101354344106,17.4738156080589,1.0,0-1
466307,38.77387755102037,39.58166666666663,,,,,0-2
466307,38.77387755102037,41.30260869565213,,,,,0-3
466307,40.423829787234006,39.58166666666663,,,,,1-2
466307,40.423829787234006,41.30260869565213,,,,,1-3
466307,39.58166666666663,41.30260869565213,,,,,2-3
466271,151.25916666666672,168.6390909090908,,,,,0-1
466271,151.25916666666672,154.58583333333323,,,,,0-2
466271,151.25916666666672,154.58583333333323,,,,,0-3
466271,168.6390909090908,154.58583333333323,,,,,1-2
466271,168.6390909090908,154.58583333333323,,,,,1-3
466271,154.58583333333323,154.58583333333323,46.29629629629629,1.7040489678306798,1.6291170735671583,0.98,2-3
466290,53.14028571428582,51.77527777777787,,,,,0-1
466290,53.14028571428582,50.37594594594604,,,,,0-2
466290,53.14028571428582,46.59799999999996,37.73584905660377,6.736904250064558,1.89504022021994,1.0,0-3
466290,51.77527777777787,50.37594594594604,14.363688595231254,3.9264512684436497,0.3072127687123096,1.0,1-2
466290,51.77527777777787,46.59799999999996,,,,,1-3
466290,50.37594594594604,46.59799999999996,,,,,2-3
466266,47.49799999999996,47.49799999999996,,,,,0-1
466266,47.49799999999996,45.23619047619044,,,,,0-2
466266,47.49799999999996,44.184186046511584,,,,,0-3
466266,47.49799999999996,45.23619047619044,,,,,1-2
466266,47.49799999999996,44.184186046511584,,,,,1-3
466266,45.23619047619044,44.184186046511584,,,,,2-3
466285,44.73880000000005,42.78711538461539,,,,,0-1
466285,44.73880000000005,40.67145454545455,,,,,0-2
466285,44.73880000000005,43.017884615384624,,,,,0-3
466285,42.78711538461539,40.67145454545455,,,,,1-2
466285,42.78711538461539,43.017884615384624,40.74979625101874,8.387005992162067,21.238757207246422,1.0,1-3
466285,40.67145454545455,43.017884615384624,,,,,2-3
466363,31.12142857142866,31.76979166666661,252.5252525252525,-1.0,-1.0,1.0,0-1
466363,31.12142857142866,31.76979166666661,252.5252525252525,-1.0,-1.0,1.0,0-2
466363,31.12142857142866,43.295490196078426,,,,,0-3
466363,31.76979166666661,31.76979166666661,252.5252525252525,-1.0,-1.0,1.0,1-2
466363,31.76979166666661,43.295490196078426,,,,,1-3
466363,31.76979166666661,43.295490196078426,,,,,2-3
466289,62.10888888888884,58.839999999999954,29.120559114735,29.643290196700672,0.4531846503565901,0.86,0-1
466289,62.10888888888884,60.43027027027022,29.97601918465228,29.643290196700672,0.4531846503565901,0.84,0-2
466289,62.10888888888884,60.43027027027022,,,,,0-3
466289,58.839999999999954,60.43027027027022,29.120559114735,0.2346000350451618,0.9905787879953784,1.0,1-2
466289,58.839999999999954,60.43027027027022,,,,,1-3
466289,60.43027027027022,60.43027027027022,,,,,2-3
466256,38.56775862068966,47.33893617021277,,,,,0-1
466256,38.56775862068966,58.839999999999954,,,,,0-2
466256,38.56775862068966,56.921282051282056,,,,,0-3
466256,47.33893617021277,58.839999999999954,,,,,1-2
466256,47.33893617021277,56.921282051282056,,,,,1-3
466256,58.839999999999954,56.921282051282056,,,,,2-3
466275,38.5679310344828,39.068596491228135,,,,,0-1
466275,38.5679310344828,38.5679310344828,,,,,0-2
466275,38.5679310344828,37.91423728813563,,,,,0-3
466275,39.068596491228135,38.5679310344828,,,,,1-2
466275,39.068596491228135,37.91423728813563,44.28697962798937,6.432717744034484,2.6896092468283967,1.0,1-3
466275,38.5679310344828,37.91423728813563,,,,,2-3
466254,58.43531250000001,56.6642424242426,30.883261272390364,2.8712835319233463,1.202466193437509,0.92,0-1
466254,58.43531250000001,58.43531250000001,,,,,0-2
466254,58.43531250000001,69.10814814814836,,,,,0-3
466254,56.6642424242426,58.43531250000001,,,,,1-2
466254,56.6642424242426,69.10814814814836,,,,,1-3
466254,58.43531250000001,69.10814814814836,,,,,2-3
466318,21.29447619047617,20.326636363636368,,,,,0-1
466318,21.29447619047617,20.896448598130824,53.59056806002143,3.3009530823464037,0.852287357785805,0.98,0-2
